ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS
scaffold_299	101838	18.00	1	55	0.54	0.622	0.237	0.618	716.00	716.00	0.09
scaffold_300	101461	17.59	1	79	0.78	0.369	0.207	0.881	471.50	471.50	0.04
scaffold_301	101400	17.91	1	65	0.64	0.493	0.270	0.413	575.00	575.00	0.03
scaffold_302	101205	18.69	1	82	0.81	0.433	0.241	0.864	568.00	568.00	0.00
scaffold_303	101052	18.85	1	52	0.51	0.669	0.314	0.926	1175.00	1175.00	0.06
scaffold_304	100912	21.36	1	48	0.48	0.996	0.430	2.000	624.50	624.50	0.04
scaffold_305	100551	18.15	1	78	0.78	0.498	0.278	1.438	433.00	433.00	0.00
scaffold_306	100548	16.64	1	79	0.79	0.420	0.240	0.436	656.00	656.00	0.09
scaffold_307	100440	17.51	1	64	0.64	0.537	0.255	0.391	839.00	839.00	0.08
scaffold_308	99602	17.94	1	81	0.81	0.514	0.228	1.700	349.00	349.00	0.06
scaffold_309	99097	18.03	1	105	1.06	0.313	0.222	1.386	322.00	322.00	0.04
scaffold_310	98951	22.53	1	49	0.50	0.804	0.348	0.885	881.00	881.00	0.06
scaffold_311	98553	18.25	1	48	0.49	1.092	0.377	0.548	585.50	585.50	0.08
scaffold_312	98496	19.39	1	68	0.69	0.604	0.244	0.789	350.00	350.00	0.04
scaffold_313	97559	19.46	1	69	0.71	0.537	0.261	1.091	350.50	350.50	0.01
scaffold_314	97376	19.05	1	86	0.88	0.512	0.244	0.870	316.00	316.00	0.03
scaffold_315	97369	21.49	1	43	0.44	0.720	0.414	1.529	1140.50	1140.50	0.02
scaffold_316	96975	17.84	1	82	0.85	0.380	0.230	2.280	560.00	560.00	0.11
scaffold_317	96873	19.16	1	41	0.42	0.751	0.309	0.952	706.00	706.00	0.05
scaffold_318	96407	20.67	1	52	0.54	0.786	0.207	0.926	739.00	739.00	0.02
scaffold_319	96341	18.36	1	73	0.76	0.504	0.243	2.318	502.00	502.00	0.03
scaffold_320	96250	25.13	1	47	0.49	0.976	0.621	0.469	511.50	511.50	0.06
scaffold_321	95674	16.46	1	58	0.61	0.356	0.200	1.071	1080.00	1080.00	0.09
scaffold_322	94914	18.69	1	50	0.53	0.651	0.304	2.125	688.00	688.00	0.06
scaffold_323	94872	17.85	1	61	0.64	0.421	0.204	0.525	751.00	751.00	0.02
scaffold_324	93975	18.40	1	63	0.67	0.512	0.294	1.625	607.00	607.00	0.03
scaffold_325	93926	20.31	1	56	0.60	0.789	0.409	3.308	580.00	580.00	0.09
scaffold_326	92389	25.33	1	40	0.43	1.302	0.702	0.905	774.00	774.00	0.07
scaffold_327	92103	23.99	1	49	0.53	0.827	0.543	0.885	817.00	817.00	0.12
scaffold_328	91174	18.26	1	54	0.59	0.515	0.261	1.000	778.00	778.00	0.02
scaffold_329	90711	17.63	1	49	0.54	0.533	0.264	1.450	1088.00	1088.00	0.04
scaffold_330	90554	18.43	1	64	0.71	0.476	0.227	2.368	490.50	490.50	0.03
scaffold_331	90374	19.30	1	38	0.42	0.629	0.267	1.235	1347.50	1347.50	0.05
scaffold_332	90164	25.66	1	53	0.59	0.797	0.390	0.828	641.00	641.00	0.11
scaffold_333	89790	17.95	1	94	1.05	0.347	0.246	0.621	363.00	363.00	0.04
scaffold_334	89701	19.23	1	60	0.67	0.548	0.267	0.765	510.50	510.50	0.00
scaffold_335	89180	18.74	1	80	0.90	0.502	0.266	0.951	264.00	264.00	0.01
scaffold_336	88818	19.22	1	53	0.60	0.737	0.276	1.944	451.00	451.00	0.04
scaffold_337	88731	17.34	1	90	1.01	0.339	0.210	0.364	423.00	423.00	0.03
scaffold_338	88617	23.51	1	45	0.51	0.763	0.318	1.045	639.00	639.00	0.04
scaffold_339	88432	18.57	1	81	0.92	0.374	0.213	0.976	573.00	573.00	0.05
scaffold_340	87718	16.08	1	59	0.67	0.348	0.216	0.553	880.00	880.00	0.10
scaffold_341	87714	20.97	1	40	0.46	0.744	0.393	1.105	880.00	880.00	0.07
scaffold_342	87572	18.82	1	81	0.92	0.525	0.252	2.522	283.00	283.00	0.15
scaffold_343	87570	17.49	1	38	0.43	0.706	0.307	0.652	1135.50	1135.50	0.05
scaffold_344	87333	23.60	1	29	0.33	1.805	0.597	0.318	670.00	670.00	0.10
scaffold_345	87204	21.25	1	41	0.47	0.965	0.342	3.100	713.00	713.00	0.05
scaffold_346	86892	19.71	1	56	0.64	0.607	0.234	0.400	515.00	515.00	0.09
scaffold_347	86748	18.44	1	46	0.53	0.542	0.217	1.875	562.00	562.00	0.02
scaffold_348	86429	18.69	1	45	0.52	0.595	0.246	0.731	904.00	904.00	0.04
scaffold_349	86410	15.81	1	53	0.61	0.483	0.219	0.710	1007.00	1007.00	0.04
scaffold_350	86030	19.68	1	49	0.57	0.770	0.225	0.089	878.00	878.00	0.08
scaffold_351	85946	18.26	1	52	0.61	0.623	0.327	0.405	665.00	665.00	0.13
scaffold_352	85890	17.05	1	50	0.58	0.593	0.339	2.333	705.00	705.00	0.00
scaffold_353	85661	19.99	1	52	0.61	0.595	0.295	0.677	502.00	502.00	0.06
scaffold_354	84718	17.72	1	59	0.70	0.404	0.192	0.788	774.00	774.00	0.07
scaffold_355	84689	18.58	1	47	0.55	0.877	0.327	1.938	624.50	624.50	0.15
scaffold_356	84433	19.17	1	56	0.66	0.507	0.210	0.436	535.50	535.50	0.07
scaffold_357	84267	19.83	1	48	0.57	0.655	0.246	1.667	346.00	346.00	0.04
scaffold_358	83734	20.67	1	59	0.70	0.571	0.288	0.341	331.50	331.50	0.05
scaffold_359	83709	18.39	1	57	0.68	0.456	0.258	0.839	491.00	491.00	0.05
scaffold_360	83499	18.78	1	69	0.83	0.474	0.255	0.683	363.00	363.00	0.03
scaffold_361	83127	18.61	1	56	0.67	0.572	0.249	1.074	477.50	477.50	0.04
scaffold_362	82904	18.59	1	47	0.57	0.778	0.270	1.611	880.00	880.00	0.02
scaffold_363	82630	18.64	1	48	0.58	0.550	0.178	1.824	641.00	641.00	0.06
scaffold_364	82435	18.67	1	32	0.39	0.884	0.240	2.200	666.00	666.00	0.06
scaffold_365	82390	17.03	1	38	0.46	0.730	0.317	0.583	1405.00	1405.00	0.00
scaffold_366	82265	20.07	1	44	0.53	0.771	0.222	1.095	747.00	747.00	0.02
scaffold_367	81983	18.09	1	58	0.71	0.610	0.254	0.349	730.00	730.00	0.03
scaffold_368	81910	26.26	1	23	0.28	2.348	0.660	2.286	772.00	772.00	0.00
scaffold_369	81308	20.25	1	42	0.52	0.760	0.349	2.818	876.00	876.00	0.07
scaffold_370	81299	17.20	1	42	0.52	0.491	0.309	1.471	1139.00	1139.00	0.07
scaffold_371	81252	20.85	1	58	0.71	0.555	0.261	1.636	580.00	580.00	0.07
scaffold_372	80664	18.79	1	42	0.52	0.692	0.283	2.818	501.50	501.50	0.00
scaffold_373	80150	20.00	1	59	0.74	0.511	0.267	1.034	466.00	466.00	0.10
scaffold_374	79813	19.79	1	50	0.63	0.797	0.327	0.923	481.00	481.00	0.06
scaffold_375	79772	17.69	1	47	0.59	0.550	0.318	2.133	666.00	666.00	0.04
scaffold_376	79219	17.87	1	30	0.38	0.871	0.339	1.143	808.50	808.50	0.00
scaffold_377	79124	18.54	1	57	0.72	0.464	0.246	2.000	502.00	502.00	0.05
scaffold_378	78560	18.63	1	39	0.50	0.595	0.228	0.857	729.00	729.00	0.00
scaffold_379	78134	18.50	1	59	0.76	0.415	0.204	0.788	550.00	550.00	0.02
scaffold_380	78069	17.70	1	49	0.63	0.526	0.231	1.042	770.00	770.00	0.04
scaffold_381	77820	17.32	1	52	0.67	0.377	0.219	0.857	570.00	570.00	0.06
scaffold_382	77780	15.67	1	59	0.76	0.384	0.159	2.278	667.50	667.50	0.08
scaffold_383	77440	19.25	1	54	0.70	0.502	0.207	0.688	705.00	705.00	0.04
scaffold_384	77025	17.97	1	53	0.69	0.479	0.246	1.304	595.00	595.00	0.04
scaffold_385	77000	19.37	1	51	0.66	0.706	0.201	1.429	747.00	747.00	0.04
scaffold_386	76834	18.75	1	68	0.89	0.356	0.197	1.267	307.00	307.00	0.04
scaffold_387	76442	19.18	1	60	0.78	0.436	0.227	1.000	492.00	492.00	0.10
scaffold_388	76343	18.82	1	70	0.92	0.444	0.249	0.750	471.50	471.50	0.17
scaffold_389	75412	18.43	1	51	0.68	0.511	0.285	0.962	472.50	472.50	0.10
scaffold_390	75071	22.15	1	40	0.53	0.915	0.430	0.429	646.50	646.50	0.05
scaffold_391	74534	18.52	1	57	0.76	0.362	0.231	6.125	444.00	444.00	0.09
scaffold_392	74293	21.36	1	59	0.79	0.557	0.246	1.034	370.00	370.00	0.02
scaffold_393	74207	19.18	1	46	0.62	0.737	0.306	2.538	593.00	593.00	0.11
scaffold_394	74151	19.20	1	50	0.67	0.559	0.243	1.174	763.00	763.00	0.00
scaffold_395	73977	17.84	1	48	0.65	0.522	0.222	0.600	601.50	601.50	0.04
scaffold_396	73665	19.57	1	68	0.92	0.443	0.228	1.345	438.00	438.00	0.01
scaffold_397	73521	19.13	1	60	0.82	0.407	0.186	1.069	595.00	595.00	0.05
scaffold_398	73298	18.65	1	45	0.61	0.662	0.324	0.184	376.00	376.00	0.09
scaffold_399	73202	21.88	1	51	0.70	0.802	0.261	2.000	408.50	408.50	0.02
scaffold_400	73025	20.05	1	50	0.68	0.560	0.252	1.174	591.00	591.00	0.02
scaffold_401	73007	19.61	1	40	0.55	0.941	0.275	0.143	821.00	821.00	0.12
scaffold_402	72983	17.67	1	48	0.66	0.609	0.255	1.087	473.50	473.50	0.17
scaffold_403	72527	18.33	1	43	0.59	0.609	0.264	2.308	752.50	752.50	0.02
scaffold_404	72431	19.61	1	53	0.73	0.613	0.291	2.118	628.50	628.50	0.09
scaffold_405	72378	18.73	1	66	0.91	0.586	0.238	0.833	218.00	218.00	0.03
scaffold_406	71771	17.93	1	47	0.65	0.519	0.279	1.611	841.00	841.00	0.09
scaffold_407	71479	19.29	1	46	0.64	0.578	0.222	1.706	553.00	553.00	0.02
scaffold_408	71283	19.67	1	45	0.63	0.443	0.294	1.250	805.00	805.00	0.11
scaffold_409	71170	24.09	1	22	0.31	1.306	0.923	1.000	1211.00	1211.00	0.14
scaffold_410	71157	18.10	1	43	0.60	0.608	0.249	0.654	782.00	782.00	0.12
scaffold_411	70778	18.49	1	40	0.57	0.818	0.252	0.250	901.00	901.00	0.12
scaffold_412	70541	16.73	1	61	0.86	0.330	0.231	0.326	534.00	534.00	0.07
scaffold_413	70498	19.08	1	57	0.81	0.506	0.237	1.478	364.00	364.00	0.07
scaffold_414	69905	18.36	1	45	0.64	0.568	0.408	2.000	497.00	497.00	0.09
scaffold_415	69694	19.14	1	44	0.63	0.541	0.207	0.913	296.00	296.00	0.07
scaffold_416	69588	17.83	1	41	0.59	0.566	0.336	0.206	589.00	589.00	0.02
scaffold_417	69510	19.38	1	29	0.42	0.775	0.345	1.417	1078.00	1078.00	0.03
scaffold_418	69507	17.88	1	30	0.43	0.787	0.372	0.875	1133.00	1133.00	0.07
scaffold_419	69436	18.34	1	45	0.65	0.399	0.216	0.406	639.50	639.50	0.02
scaffold_420	69427	22.89	1	51	0.73	0.543	0.330	1.125	545.00	545.00	0.10
scaffold_421	69266	17.50	1	43	0.62	0.456	0.219	0.654	1185.00	1185.00	0.07
scaffold_422	68390	25.65	1	32	0.47	1.034	0.635	1.000	720.00	720.00	0.03
scaffold_423	68297	17.88	1	63	0.92	0.274	0.237	1.864	535.00	535.00	0.03
scaffold_424	67997	19.65	1	40	0.59	0.547	0.266	1.500	875.00	875.00	0.07
scaffold_425	67961	19.91	1	57	0.84	0.504	0.222	1.478	399.00	399.00	0.11
scaffold_426	67752	18.78	1	55	0.81	0.429	0.234	1.292	423.00	423.00	0.04
scaffold_427	67746	23.21	1	26	0.38	0.897	0.696	1.600	1211.00	1211.00	0.15
scaffold_428	67661	19.13	1	47	0.69	0.513	0.324	1.938	937.00	937.00	0.11
scaffold_429	67563	17.65	1	71	1.05	0.291	0.207	1.219	429.00	429.00	0.00
scaffold_430	67168	18.08	1	33	0.49	0.556	0.267	1.538	713.00	713.00	0.12
scaffold_431	67118	24.03	1	30	0.45	0.962	0.441	3.286	1034.00	1034.00	0.03
scaffold_432	66782	21.86	1	28	0.42	1.158	0.285	4.600	1387.00	1387.00	0.11
scaffold_433	66703	17.63	1	51	0.76	0.469	0.273	0.700	620.00	620.00	0.12
scaffold_434	66635	18.75	1	48	0.72	0.475	0.304	0.263	419.00	419.00	0.08
scaffold_435	66523	14.83	1	30	0.45	0.430	0.263	1.727	1451.50	1451.50	0.00
scaffold_436	66288	19.05	1	45	0.68	0.442	0.246	1.500	583.00	583.00	0.00
scaffold_437	66257	19.58	1	25	0.38	1.104	0.408	2.571	1299.00	1299.00	0.04
scaffold_438	66226	16.16	1	48	0.72	0.312	0.217	1.182	646.00	646.00	0.00
scaffold_439	66183	20.38	1	41	0.62	0.650	0.252	1.050	561.00	561.00	0.05
scaffold_440	66060	16.42	1	42	0.64	0.358	0.232	0.615	777.00	777.00	0.05
scaffold_441	65983	17.39	1	35	0.53	0.418	0.231	0.346	1349.00	1349.00	0.11
scaffold_442	65681	23.73	1	28	0.43	0.901	0.446	3.000	1203.00	1203.00	0.14
scaffold_443	65368	16.43	1	37	0.57	0.555	0.297	0.682	875.00	875.00	0.11
scaffold_444	65090	20.18	1	34	0.52	0.667	0.265	3.857	804.00	804.00	0.03
scaffold_445	65018	24.90	1	42	0.65	0.833	0.231	0.750	549.00	549.00	0.07
scaffold_446	64994	16.63	1	54	0.83	0.354	0.205	3.154	474.50	474.50	0.04
scaffold_447	64280	18.23	1	45	0.70	0.433	0.213	0.250	510.00	510.00	0.02
scaffold_448	64162	18.52	1	56	0.87	0.444	0.246	0.647	377.00	377.00	0.05
scaffold_449	64001	17.70	1	49	0.77	0.350	0.189	1.227	925.00	925.00	0.08
scaffold_450	63792	17.33	1	42	0.66	0.452	0.251	0.615	706.00	706.00	0.02
scaffold_451	63616	20.63	1	39	0.61	0.695	0.333	0.857	956.50	956.50	0.08
scaffold_452	63490	18.72	1	64	1.01	0.443	0.198	0.600	240.00	240.00	0.02
scaffold_453	63424	17.07	1	46	0.73	0.531	0.341	1.706	881.00	881.00	0.11
scaffold_454	63231	18.63	1	27	0.43	0.899	0.312	0.500	627.00	627.00	0.04
scaffold_455	63125	18.69	1	63	1.00	0.332	0.234	0.800	489.00	489.00	0.06
scaffold_456	63089	18.44	1	46	0.73	0.558	0.272	0.394	323.00	323.00	0.04
scaffold_457	62821	18.02	1	29	0.46	0.608	0.351	0.611	1081.00	1081.00	0.07
scaffold_458	62760	22.44	1	24	0.38	1.094	0.804	1.667	1100.00	1100.00	0.00
scaffold_459	62447	17.37	1	40	0.64	0.374	0.217	0.538	1034.00	1034.00	0.12
scaffold_460	62385	16.55	1	35	0.56	0.502	0.240	1.059	1053.00	1053.00	0.03
scaffold_461	62339	18.55	1	46	0.74	0.504	0.261	4.750	700.00	700.00	0.20
scaffold_462	62227	18.18	1	49	0.79	0.484	0.246	1.579	423.00	423.00	0.00
scaffold_463	62172	23.96	1	31	0.50	0.953	0.483	2.875	608.50	608.50	0.03
scaffold_464	61833	18.01	1	30	0.49	0.661	0.249	0.765	621.00	621.00	0.00
scaffold_465	61635	19.38	1	60	0.97	0.378	0.225	1.727	433.00	433.00	0.02
scaffold_466	61482	17.15	1	35	0.57	0.578	0.228	1.917	908.50	908.50	0.03
scaffold_467	60974	19.84	1	37	0.61	0.506	0.213	0.947	855.00	855.00	0.00
scaffold_468	60708	19.23	1	27	0.44	1.030	0.447	0.500	829.00	829.00	0.04
scaffold_469	60539	18.52	1	41	0.68	0.491	0.204	1.158	556.50	556.50	0.02
scaffold_470	60474	20.42	1	44	0.73	0.480	0.326	0.692	432.00	432.00	0.07
scaffold_471	60094	16.76	1	35	0.58	0.545	0.213	2.182	756.50	756.50	0.09
scaffold_472	59799	18.34	1	28	0.47	0.579	0.206	0.750	909.00	909.00	0.04
scaffold_473	59473	16.48	1	42	0.71	0.341	0.303	2.000	954.50	954.50	0.05
scaffold_474	59401	18.58	1	40	0.67	0.608	0.363	0.818	499.00	499.00	0.03
scaffold_475	59381	22.52	1	32	0.54	0.913	0.546	0.684	653.00	653.00	0.09
scaffold_476	59152	18.46	1	56	0.95	0.483	0.326	8.333	385.00	385.00	0.07
scaffold_477	58909	19.22	1	55	0.93	0.433	0.219	1.500	549.00	549.00	0.07
scaffold_478	58759	16.63	1	30	0.51	0.442	0.230	0.765	546.50	546.50	0.07
scaffold_479	58532	15.63	1	39	0.67	0.322	0.201	0.560	846.50	846.50	0.03
scaffold_480	57975	21.21	1	28	0.48	0.577	0.307	0.867	939.00	939.00	0.04
scaffold_481	57896	19.14	1	38	0.66	0.631	0.271	0.727	375.00	375.00	0.03
scaffold_482	57589	17.64	1	42	0.73	0.366	0.204	2.000	742.50	742.50	0.00
scaffold_483	57351	19.35	1	32	0.56	0.617	0.277	3.571	983.00	983.00	0.03
scaffold_484	57317	16.66	1	30	0.52	0.422	0.198	1.500	1013.00	1013.00	0.00
scaffold_485	57267	23.65	1	25	0.44	0.971	0.708	1.273	932.50	932.50	0.12
scaffold_486	57020	18.09	1	60	1.05	0.309	0.195	1.069	338.00	338.00	0.07
scaffold_487	56850	19.73	1	24	0.42	0.933	0.395	23.000	686.00	686.00	0.00
scaffold_488	56842	20.73	1	53	0.93	0.456	0.249	0.606	413.00	413.00	0.06
scaffold_489	56825	19.72	1	54	0.95	0.325	0.204	0.929	590.50	590.50	0.11
scaffold_490	56724	27.27	1	36	0.63	0.776	0.433	0.800	641.00	641.00	0.14
scaffold_491	56608	17.72	1	30	0.53	0.798	0.252	0.579	630.50	630.50	0.00
scaffold_492	56381	19.44	1	41	0.73	0.571	0.321	0.414	602.00	602.00	0.10
scaffold_493	56249	16.82	1	23	0.41	0.393	0.180	0.917	1557.00	1557.00	0.04
scaffold_494	55826	18.28	1	41	0.73	0.433	0.222	3.100	701.00	701.00	0.00
scaffold_495	55778	17.42	1	33	0.59	0.480	0.264	2.000	1049.50	1049.50	0.03
scaffold_496	55643	17.43	1	25	0.45	0.652	0.402	0.389	1394.50	1394.50	0.04
scaffold_497	55603	18.39	1	47	0.85	0.403	0.294	0.958	602.00	602.00	0.06
scaffold_498	55502	19.02	1	52	0.94	0.341	0.246	1.600	329.00	329.00	0.06
scaffold_499	55457	18.87	1	31	0.56	0.675	0.264	0.722	1001.00	1001.00	0.06
scaffold_500	55337	20.26	1	31	0.56	0.638	0.324	3.429	394.00	394.00	0.13
scaffold_501	55052	16.71	1	35	0.64	0.486	0.234	0.207	681.50	681.50	0.09
scaffold_502	54994	16.23	1	45	0.82	0.346	0.225	2.000	726.50	726.50	0.07
scaffold_503	54943	19.46	1	32	0.58	0.783	0.474	1.667	916.00	916.00	0.09
scaffold_504	54855	25.84	1	34	0.62	0.817	0.433	0.889	480.00	480.00	0.15
scaffold_505	54829	18.98	1	42	0.77	0.342	0.216	0.826	489.00	489.00	0.14
scaffold_506	54608	21.91	1	32	0.59	0.591	0.300	1.000	524.00	524.00	0.03
scaffold_507	54425	17.59	1	34	0.62	0.443	0.198	1.267	755.50	755.50	0.00
scaffold_508	54238	18.12	1	53	0.98	0.437	0.267	0.606	389.00	389.00	0.08
scaffold_509	54139	17.96	1	40	0.74	0.517	0.219	2.636	432.00	432.00	0.07
scaffold_510	53909	16.04	1	43	0.80	0.269	0.165	0.955	783.00	783.00	0.09
scaffold_511	53894	18.75	1	31	0.58	0.678	0.306	1.067	972.00	972.00	0.10
scaffold_512	53715	20.17	1	35	0.65	0.626	0.282	0.667	433.00	433.00	0.06
scaffold_513	53582	17.04	1	29	0.54	0.327	0.204	0.812	1031.00	1031.00	0.03
scaffold_514	53451	19.50	1	50	0.94	0.411	0.237	0.515	490.00	490.00	0.06
scaffold_515	53402	21.22	1	38	0.71	0.576	0.225	2.800	832.00	832.00	0.18
scaffold_516	53372	18.16	1	45	0.84	0.356	0.225	0.406	509.50	509.50	0.02
scaffold_517	53363	15.96	1	47	0.88	0.332	0.246	0.741	394.50	394.50	0.06
scaffold_518	53329	20.68	1	35	0.66	0.688	0.201	0.458	640.00	640.00	0.11
scaffold_519	53068	17.63	1	33	0.62	0.442	0.381	0.435	781.00	781.00	0.00
scaffold_520	53039	18.28	1	43	0.81	0.237	0.186	1.150	660.00	660.00	0.02
scaffold_521	52966	22.30	1	40	0.76	0.871	0.294	0.667	258.00	258.00	0.12
scaffold_522	52574	20.82	1	31	0.59	0.496	0.261	2.444	816.50	816.50	0.03
scaffold_523	52526	17.64	1	42	0.80	0.310	0.180	0.750	575.50	575.50	0.00
scaffold_524	52462	19.33	1	37	0.71	0.426	0.198	0.762	573.50	573.50	0.03
scaffold_525	51774	17.95	1	49	0.95	0.328	0.231	0.690	491.50	491.50	0.10
scaffold_526	51610	16.51	1	36	0.70	0.340	0.194	1.400	862.50	862.50	0.00
scaffold_527	51501	18.49	1	32	0.62	0.535	0.219	1.000	617.00	617.00	0.06
scaffold_528	51467	18.58	1	38	0.74	0.360	0.241	1.533	593.00	593.00	0.05
scaffold_529	51296	18.35	1	22	0.43	0.676	0.277	1.750	1270.50	1270.50	0.00
scaffold_530	51280	18.16	1	27	0.53	0.548	0.504	0.929	710.00	710.00	0.00
scaffold_531	51276	17.96	1	45	0.88	0.396	0.183	1.500	594.00	594.00	0.09
scaffold_532	51274	17.61	1	29	0.57	0.554	0.411	0.933	732.00	732.00	0.07
scaffold_533	51173	25.93	1	35	0.68	0.682	0.399	0.944	601.50	601.50	0.20
scaffold_534	51154	20.71	1	39	0.76	0.488	0.222	1.294	500.00	500.00	0.00
scaffold_535	51073	20.64	1	36	0.70	0.534	0.309	2.273	311.00	311.00	0.11
scaffold_536	50876	19.74	1	31	0.61	0.619	0.210	1.214	569.00	569.00	0.03
scaffold_537	50842	22.39	1	22	0.43	0.876	0.351	1.750	1201.00	1201.00	0.05
scaffold_538	50510	18.88	1	42	0.83	0.359	0.227	0.750	530.00	530.00	0.00
scaffold_539	50387	16.89	1	42	0.83	0.277	0.204	0.750	487.00	487.00	0.02
scaffold_540	50214	18.38	1	51	1.02	0.372	0.219	0.457	379.50	379.50	0.06
scaffold_541	50211	17.47	1	49	0.98	0.343	0.195	1.130	545.00	545.00	0.04
scaffold_542	50036	17.36	1	36	0.72	0.334	0.194	0.500	365.00	365.00	0.03
scaffold_543	50017	19.18	1	22	0.44	0.755	0.383	1.750	1369.50	1369.50	0.09
scaffold_544	49887	18.57	1	35	0.70	0.436	0.165	0.750	655.00	655.00	0.03
scaffold_545	49351	17.01	1	39	0.79	0.551	0.195	0.300	454.00	454.00	0.03
scaffold_546	49276	19.93	1	49	0.99	0.301	0.210	0.225	327.00	327.00	0.10
scaffold_547	49003	17.82	1	31	0.63	0.437	0.219	0.938	326.00	326.00	0.10
scaffold_548	48884	17.97	1	37	0.76	0.375	0.237	2.083	619.00	619.00	0.19
scaffold_549	48600	18.97	1	34	0.70	0.484	0.303	2.778	642.50	642.50	0.00
scaffold_550	48063	19.13	1	41	0.85	0.352	0.180	1.562	604.50	604.50	0.02
scaffold_551	48054	21.37	1	39	0.81	0.572	0.231	12.000	253.00	253.00	0.05
scaffold_552	47926	19.60	1	41	0.86	0.450	0.225	1.733	417.00	417.00	0.00
scaffold_553	47917	18.30	1	22	0.46	0.719	0.483	1.444	1641.00	1641.00	0.05
scaffold_554	47902	17.51	1	30	0.63	0.412	0.203	0.579	1064.00	1064.00	0.07
scaffold_555	47780	17.36	1	25	0.52	0.628	0.246	2.125	635.00	635.00	0.12
scaffold_556	47756	19.90	1	39	0.82	0.482	0.324	1.786	700.50	700.50	0.18
scaffold_557	47619	18.85	1	34	0.71	0.407	0.213	3.250	866.00	866.00	0.06
scaffold_558	47612	22.65	1	49	1.03	0.579	0.381	1.042	155.00	155.00	0.24
scaffold_559	47406	19.18	1	20	0.42	0.644	0.420	3.000	941.00	941.00	0.00
scaffold_560	47337	19.98	1	38	0.80	0.445	0.216	1.111	415.00	415.00	0.05
scaffold_561	47238	23.94	1	27	0.57	0.739	0.222	2.375	848.50	848.50	0.11
scaffold_562	47222	18.64	1	45	0.95	0.419	0.222	4.000	387.50	387.50	0.11
scaffold_563	47148	17.92	1	42	0.89	0.306	0.210	1.211	727.50	727.50	0.10
scaffold_564	46903	21.46	1	18	0.38	1.148	0.708	2.000	992.00	992.00	0.00
scaffold_565	46787	19.68	1	13	0.28	1.353	0.837	2.250	1231.00	1231.00	0.00
scaffold_566	46489	18.83	1	35	0.75	0.366	0.201	0.458	744.00	744.00	0.06
scaffold_567	46450	18.50	1	42	0.90	0.361	0.210	1.100	364.00	364.00	0.07
scaffold_568	46440	15.62	1	29	0.62	0.334	0.228	1.231	526.00	526.00	0.03
scaffold_569	46266	18.00	1	40	0.86	0.359	0.203	2.077	496.50	496.50	0.05
scaffold_570	46143	20.59	1	24	0.52	0.909	0.237	0.333	956.00	956.00	0.12
scaffold_571	46125	20.63	1	24	0.52	0.604	0.358	0.412	868.00	868.00	0.04
scaffold_572	46021	18.06	1	50	1.09	0.329	0.219	3.167	315.00	315.00	0.04
scaffold_573	45958	19.55	1	28	0.61	0.689	0.255	3.000	310.00	310.00	0.07
scaffold_574	45932	18.51	1	31	0.67	0.384	0.198	0.550	407.00	407.00	0.10
scaffold_575	45844	18.25	1	22	0.48	0.659	0.369	0.375	708.50	708.50	0.09
scaffold_576	45599	19.39	1	35	0.77	0.727	0.189	1.917	399.50	399.50	0.09
scaffold_577	45507	17.83	1	37	0.81	0.433	0.255	0.276	591.00	591.00	0.14
scaffold_578	45465	18.43	1	35	0.77	0.463	0.279	2.500	495.50	495.50	0.03
scaffold_579	45321	19.20	1	43	0.95	0.346	0.189	1.263	446.00	446.00	0.02
scaffold_580	45212	18.57	1	41	0.91	0.427	0.213	1.929	352.00	352.00	0.07
scaffold_581	45209	19.08	1	41	0.91	0.290	0.165	0.519	737.50	737.50	0.07
scaffold_582	45143	18.55	1	38	0.84	0.531	0.210	1.923	619.00	619.00	0.11
scaffold_583	44998	17.92	1	47	1.04	0.346	0.216	2.357	503.00	503.00	0.13
scaffold_584	44995	17.26	1	39	0.87	0.329	0.225	1.167	432.00	432.00	0.00
scaffold_585	44967	19.09	1	47	1.05	0.239	0.171	1.474	508.00	508.00	0.06
scaffold_586	44856	20.62	1	26	0.58	0.685	0.231	0.733	816.00	816.00	0.12
scaffold_587	44539	18.93	1	31	0.70	0.396	0.285	1.385	594.00	594.00	0.06
scaffold_588	44497	24.27	1	19	0.43	0.951	0.387	0.583	1135.00	1135.00	0.05
scaffold_589	44478	17.17	1	40	0.90	0.435	0.232	2.636	355.50	355.50	0.10
scaffold_590	44283	19.02	1	39	0.88	0.401	0.243	0.444	252.00	252.00	0.05
scaffold_591	44274	17.95	1	16	0.36	0.790	0.514	1.286	1290.50	1290.50	0.12
scaffold_592	44272	19.50	1	25	0.56	0.854	0.234	0.316	574.50	574.50	0.04
scaffold_593	44264	22.33	1	22	0.50	0.643	0.433	1.444	370.00	370.00	0.14
scaffold_594	43903	18.42	1	30	0.68	0.559	0.267	1.000	833.50	833.50	0.07
scaffold_595	43852	18.27	1	14	0.32	1.057	0.423	0.273	1618.00	1618.00	0.07
scaffold_596	43812	14.96	1	24	0.55	0.281	0.203	3.800	1123.00	1123.00	0.00
scaffold_597	43794	16.76	1	33	0.75	0.331	0.252	0.500	676.50	676.50	0.09
