ID	LENGTH	GC	COVERAGE	ORF_COUNT	ORF_PER_KB	ORF_MEAN	ORF_MEDIAN	ORF_PLUS_STRAND_RATIO	INTERGENIC_MEAN	INTERGENIC_MEDIAN	FRACTION_OVERLAPPING_ORFS
scaffold_299	6988	61.92	1	10	1.43	0.488	0.366	1.500	311.50	311.50	0.20
scaffold_300	6969	58.13	1	6	0.86	0.727	0.698	0.500	463.00	463.00	0.00
scaffold_301	6965	57.90	1	4	0.57	1.156	1.011	3.000	737.00	737.00	0.25
scaffold_302	6954	69.59	1	2	0.29	2.205	2.205	1.000	653.00	653.00	0.00
scaffold_303	6946	69.16	1	2	0.29	2.764	2.764	NA	709.00	709.00	0.00
scaffold_304	6894	65.59	1	7	1.02	0.680	0.675	NA	195.00	195.00	0.00
scaffold_305	6892	62.46	1	4	0.58	1.127	0.698	0.333	531.50	531.50	0.00
scaffold_306	6804	66.34	1	3	0.44	1.314	0.468	0.500	803.00	803.00	0.00
scaffold_307	6770	67.00	1	5	0.74	0.748	0.627	1.500	703.00	703.00	0.00
scaffold_308	6723	55.24	1	3	0.45	1.007	1.347	0.500	408.00	408.00	0.00
scaffold_309	6720	61.01	1	11	1.64	0.447	0.300	2.667	179.00	179.00	0.18
scaffold_310	6710	64.49	1	8	1.19	0.568	0.461	1.667	260.50	260.50	0.25
scaffold_311	6679	66.58	1	5	0.75	0.869	0.693	4.000	674.00	674.00	0.00
scaffold_312	6657	55.21	1	9	1.35	0.381	0.351	8.000	362.50	362.50	0.11
scaffold_313	6649	70.19	1	2	0.30	2.740	2.740	1.000	585.00	585.00	0.00
scaffold_314	6639	76.28	1	5	0.75	0.801	0.651	1.500	221.00	221.00	0.00
scaffold_315	6623	59.31	1	4	0.60	0.655	0.596	0.333	1071.00	1071.00	0.00
scaffold_316	6622	63.00	1	6	0.91	0.623	0.502	0.500	559.50	559.50	0.00
scaffold_317	6619	66.34	1	4	0.60	1.260	0.643	NA	137.00	137.00	0.00
scaffold_318	6615	68.47	1	7	1.06	0.778	0.483	0.400	177.50	177.50	0.14
scaffold_319	6539	66.49	1	5	0.76	0.722	0.795	1.500	380.00	380.00	0.00
scaffold_320	6521	58.83	1	11	1.69	0.475	0.303	1.200	81.00	81.00	0.18
scaffold_321	6510	55.96	1	3	0.46	1.486	1.758	NA	72.00	72.00	0.00
scaffold_322	6497	64.81	1	2	0.31	1.977	1.977	1.000	1273.00	1273.00	0.00
scaffold_323	6492	54.62	1	9	1.39	0.344	0.228	1.250	236.00	236.00	0.00
scaffold_324	6489	63.68	1	6	0.92	0.504	0.461	5.000	464.00	464.00	0.00
scaffold_325	6480	65.45	1	5	0.77	0.820	0.963	4.000	226.00	226.00	0.00
scaffold_326	6462	55.32	1	5	0.77	0.863	0.597	0.250	270.00	270.00	0.00
scaffold_327	6425	65.56	1	8	1.25	0.535	0.447	0.333	74.00	74.00	0.12
scaffold_328	6417	57.97	1	3	0.47	1.341	1.404	NA	7.00	7.00	0.00
scaffold_329	6413	65.01	1	8	1.25	0.570	0.559	1.667	243.00	243.00	0.25
scaffold_330	6405	51.69	1	8	1.25	0.278	0.252	1.000	84.00	84.00	0.00
scaffold_331	6403	51.76	1	3	0.47	1.686	1.707	2.000	132.00	132.00	0.00
scaffold_332	6327	58.53	1	7	1.11	0.805	0.525	0.750	107.50	107.50	0.14
scaffold_333	6325	52.41	1	3	0.47	1.591	1.755	2.000	344.00	344.00	0.00
scaffold_334	6312	65.02	1	4	0.63	1.255	0.526	1.000	280.00	280.00	0.00
scaffold_335	6305	60.76	1	10	1.59	0.575	0.479	1.000	93.00	93.00	0.30
scaffold_336	6299	66.15	1	2	0.32	2.214	2.214	1.000	888.00	888.00	0.00
scaffold_337	6263	65.48	1	4	0.64	1.274	0.597	3.000	497.00	497.00	0.25
scaffold_338	6253	60.88	1	3	0.48	1.647	0.594	2.000	363.00	363.00	0.00
scaffold_339	6243	65.29	1	3	0.48	1.345	0.705	0.500	510.00	510.00	0.00
scaffold_340	6237	54.08	1	5	0.80	0.897	0.444	1.500	274.00	274.00	0.00
scaffold_341	6217	53.72	1	4	0.64	1.039	1.012	0.333	249.50	249.50	0.00
scaffold_342	6216	59.09	1	1	0.16	6.213	6.213	NA	3.00	3.00	0.00
scaffold_343	6202	67.16	1	6	0.97	0.877	0.645	1.000	145.00	145.00	0.00
scaffold_344	6195	52.35	1	3	0.48	0.453	0.498	0.500	1510.00	1510.00	0.00
scaffold_345	6178	67.40	1	4	0.65	1.264	0.950	1.000	271.00	271.00	0.00
scaffold_346	6152	60.89	1	4	0.65	1.191	1.144	3.000	232.00	232.00	0.00
scaffold_347	6144	64.75	1	3	0.49	1.787	1.449	NA	380.00	380.00	0.00
scaffold_348	6139	66.30	1	4	0.65	0.911	1.030	1.000	228.50	228.50	0.00
scaffold_349	6137	66.01	1	3	0.49	0.785	0.192	0.500	1188.00	1188.00	0.00
scaffold_350	6133	65.25	1	6	0.98	0.807	0.246	1.000	275.00	275.00	0.17
scaffold_351	6131	61.59	1	4	0.65	0.830	0.756	NA	462.50	462.50	0.00
scaffold_352	6087	64.25	1	5	0.82	0.855	0.747	0.667	85.00	85.00	0.00
scaffold_353	6047	61.68	1	12	1.98	0.374	0.333	1.400	101.00	101.00	0.08
scaffold_354	6044	65.29	1	3	0.50	1.481	0.963	0.500	627.00	627.00	0.00
scaffold_355	6043	63.02	1	5	0.83	0.795	0.591	4.000	376.00	376.00	0.00
scaffold_356	6033	56.37	1	8	1.33	0.513	0.295	0.333	137.50	137.50	0.00
scaffold_357	6027	67.86	1	6	1.00	0.615	0.469	5.000	167.00	167.00	0.00
scaffold_358	6026	67.26	1	3	0.50	1.606	0.588	0.500	597.00	597.00	0.00
scaffold_359	6012	69.58	1	5	0.83	0.903	0.774	1.500	208.00	208.00	0.00
scaffold_360	6010	56.77	1	3	0.50	1.273	1.344	2.000	815.00	815.00	0.00
scaffold_361	5986	64.27	1	9	1.50	0.473	0.384	0.125	77.00	77.00	0.11
scaffold_362	5971	58.45	1	7	1.17	0.407	0.327	0.167	263.00	263.00	0.00
scaffold_363	5952	66.62	1	7	1.18	0.538	0.687	0.400	174.00	174.00	0.00
scaffold_364	5946	54.49	1	3	0.50	1.032	0.282	2.000	322.00	322.00	0.00
scaffold_365	5943	65.17	1	3	0.50	1.503	1.200	0.500	610.00	610.00	0.00
scaffold_366	5938	64.23	1	10	1.68	0.396	0.338	0.429	173.50	173.50	0.00
scaffold_367	5936	63.22	1	7	1.18	0.506	0.513	6.000	355.00	355.00	0.14
scaffold_368	5919	64.17	1	5	0.84	0.816	0.651	0.250	231.00	231.00	0.00
scaffold_369	5891	67.53	1	3	0.51	1.501	0.222	NA	363.00	363.00	0.00
scaffold_370	5881	70.52	1	3	0.51	1.448	1.011	NA	745.00	745.00	0.00
scaffold_371	5880	59.39	1	2	0.34	1.836	1.836	NA	453.00	453.00	0.00
scaffold_372	5874	66.79	1	5	0.85	0.716	0.564	1.500	301.00	301.00	0.00
scaffold_373	5851	72.57	1	3	0.51	1.383	1.728	0.500	215.00	215.00	0.00
scaffold_374	5848	61.17	1	2	0.34	1.860	1.860	NA	841.50	841.50	0.00
scaffold_375	5834	63.70	1	3	0.51	1.467	0.912	2.000	255.00	255.00	0.00
scaffold_376	5833	64.92	1	4	0.69	1.090	0.639	3.000	190.50	190.50	0.00
scaffold_377	5829	68.19	1	3	0.51	1.262	1.143	NA	821.00	821.00	0.00
scaffold_378	5823	61.53	1	4	0.69	0.919	0.927	0.333	262.00	262.00	0.00
scaffold_379	5812	63.73	1	2	0.34	2.229	2.229	NA	547.50	547.50	0.00
scaffold_380	5772	73.39	1	2	0.35	2.427	2.427	1.000	459.50	459.50	0.00
scaffold_381	5770	59.84	1	5	0.87	0.847	0.939	0.667	71.00	71.00	0.00
scaffold_382	5745	67.19	1	6	1.04	0.554	0.573	2.000	445.50	445.50	0.00
scaffold_383	5735	60.98	1	9	1.57	0.384	0.414	1.250	337.00	337.00	0.11
scaffold_384	5712	62.90	1	5	0.88	0.817	0.657	0.667	293.50	293.50	0.20
scaffold_385	5707	63.34	1	6	1.05	0.520	0.387	2.000	337.00	337.00	0.17
scaffold_386	5691	62.38	1	3	0.53	1.115	0.990	0.500	835.00	835.00	0.00
scaffold_387	5689	67.25	1	4	0.70	0.950	0.885	0.333	368.50	368.50	0.00
scaffold_388	5677	54.43	1	2	0.35	2.397	2.397	1.000	439.00	439.00	0.00
scaffold_389	5672	53.23	1	2	0.35	2.435	2.435	1.000	319.00	319.00	0.00
scaffold_390	5663	61.45	1	6	1.06	0.575	0.590	0.200	346.00	346.00	0.17
scaffold_391	5636	67.19	1	3	0.53	1.420	1.452	0.500	280.00	280.00	0.00
scaffold_392	5618	65.65	1	8	1.42	0.435	0.273	1.667	128.00	128.00	0.12
scaffold_393	5601	56.49	1	10	1.79	0.348	0.326	2.333	207.00	207.00	0.10
scaffold_394	5587	64.08	1	1	0.18	2.649	2.649	NA	2938.00	2938.00	0.00
scaffold_395	5579	66.18	1	2	0.36	1.882	1.882	NA	523.50	523.50	0.00
scaffold_396	5565	58.99	1	4	0.72	0.841	0.819	NA	216.00	216.00	0.00
scaffold_397	5532	66.31	1	4	0.72	1.203	0.796	0.333	176.50	176.50	0.00
scaffold_398	5528	66.30	1	4	0.72	1.050	0.748	3.000	256.50	256.50	0.00
scaffold_399	5522	59.89	1	4	0.72	0.799	0.828	0.333	488.50	488.50	0.00
scaffold_400	5515	54.56	1	4	0.73	1.127	1.098	0.333	155.00	155.00	0.25
scaffold_401	5502	60.43	1	6	1.09	0.828	0.423	0.500	151.00	151.00	0.17
scaffold_402	5499	57.87	1	3	0.55	1.681	1.203	0.500	132.50	132.50	0.33
scaffold_403	5498	67.35	1	4	0.73	0.716	0.735	0.333	290.00	290.00	0.00
scaffold_404	5483	66.66	1	4	0.73	0.936	0.558	1.000	29.50	29.50	0.00
scaffold_405	5459	65.45	1	5	0.92	0.568	0.237	NA	130.00	130.00	0.00
scaffold_406	5454	64.21	1	7	1.28	0.638	0.480	2.500	169.50	169.50	0.14
scaffold_407	5445	65.56	1	4	0.73	1.245	0.720	0.333	21.00	21.00	0.25
scaffold_408	5441	58.83	1	4	0.74	0.833	0.488	0.333	563.00	563.00	0.00
scaffold_409	5433	60.92	1	6	1.10	0.638	0.661	2.000	23.00	23.00	0.17
scaffold_410	5431	65.05	1	7	1.29	0.624	0.330	0.750	162.00	162.00	0.00
scaffold_411	5428	62.51	1	4	0.74	0.712	0.684	3.000	635.00	635.00	0.00
scaffold_412	5426	70.62	1	5	0.92	0.758	0.798	NA	798.00	798.00	0.40
scaffold_413	5409	59.11	1	6	1.11	0.716	0.420	5.000	102.00	102.00	0.00
scaffold_414	5400	70.93	1	3	0.56	1.124	0.897	2.000	224.00	224.00	0.00
scaffold_415	5380	67.88	1	3	0.56	1.374	1.728	0.500	200.00	200.00	0.00
scaffold_416	5376	70.07	1	5	0.93	0.763	0.858	4.000	217.00	217.00	0.00
scaffold_417	5373	52.80	1	4	0.74	0.261	0.270	0.333	458.00	458.00	0.00
scaffold_418	5373	65.38	1	4	0.74	0.907	0.696	3.000	506.50	506.50	0.00
scaffold_419	5363	66.06	1	5	0.93	0.655	0.555	1.500	442.00	442.00	0.00
scaffold_420	5307	62.50	1	4	0.75	0.871	0.593	1.000	120.00	120.00	0.00
scaffold_421	5294	61.35	1	5	0.94	0.872	0.603	0.667	212.00	212.00	0.00
scaffold_422	5287	62.40	1	6	1.13	0.546	0.452	1.000	207.00	207.00	0.17
scaffold_423	5287	53.94	1	3	0.57	0.929	0.264	2.000	653.00	653.00	0.00
scaffold_424	5252	60.59	1	7	1.33	0.572	0.378	2.500	163.00	163.00	0.14
scaffold_425	5244	61.23	1	2	0.38	1.177	1.177	NA	1271.00	1271.00	0.00
scaffold_426	5232	67.97	1	2	0.38	1.581	1.581	NA	1036.50	1036.50	0.00
scaffold_427	5223	67.43	1	6	1.15	0.477	0.510	2.000	343.50	343.50	0.00
scaffold_428	5219	59.69	1	5	0.96	0.781	0.144	0.667	202.00	202.00	0.20
scaffold_429	5219	58.50	1	5	0.96	0.622	0.711	NA	290.00	290.00	0.00
scaffold_430	5210	61.73	1	7	1.34	0.478	0.402	1.333	341.50	341.50	0.14
scaffold_431	5199	69.28	1	4	0.77	1.129	0.818	1.000	176.00	176.00	0.25
scaffold_432	5182	69.76	1	2	0.39	1.953	1.953	NA	639.00	639.00	0.00
scaffold_433	5178	66.01	1	7	1.35	0.520	0.381	0.750	23.50	23.50	0.14
scaffold_434	5177	65.48	1	4	0.77	0.889	0.924	3.000	462.50	462.50	0.00
scaffold_435	5177	63.76	1	5	0.97	0.804	0.681	1.500	140.00	140.00	0.00
scaffold_436	5161	54.27	1	5	0.97	0.646	0.792	0.250	417.00	417.00	0.00
scaffold_437	5159	59.33	1	8	1.55	0.282	0.235	0.600	133.00	133.00	0.38
scaffold_438	5141	61.31	1	7	1.36	0.485	0.261	0.750	140.50	140.50	0.14
scaffold_439	5138	68.57	1	6	1.17	0.505	0.572	1.000	131.50	131.50	0.00
scaffold_440	5122	62.16	1	3	0.59	1.344	0.747	2.000	526.00	526.00	0.00
scaffold_441	5119	56.44	1	2	0.39	2.334	2.334	1.000	138.00	138.00	0.00
scaffold_442	5097	58.37	1	4	0.78	1.165	0.274	0.333	81.50	81.50	0.00
scaffold_443	5093	70.10	1	6	1.18	0.424	0.335	2.000	442.00	442.00	0.00
scaffold_444	5064	63.63	1	6	1.18	0.332	0.266	0.500	198.00	198.00	0.00
scaffold_445	5059	64.06	1	9	1.78	0.417	0.288	2.000	110.00	110.00	0.22
scaffold_446	5050	57.94	1	5	0.99	0.688	0.354	4.000	348.00	348.00	0.20
scaffold_447	5046	70.11	1	5	0.99	0.693	0.627	0.667	312.00	312.00	0.20
scaffold_448	5026	55.87	1	4	0.80	0.697	0.549	3.000	153.50	153.50	0.00
scaffold_449	5022	63.18	1	4	0.80	0.877	0.696	0.333	417.00	417.00	0.00
scaffold_450	4972	68.95	1	6	1.21	0.476	0.385	1.000	419.00	419.00	0.17
scaffold_451	4954	62.31	1	5	1.01	0.302	0.303	1.500	698.50	698.50	0.20
scaffold_452	4954	66.11	1	3	0.61	0.612	0.510	0.500	194.00	194.00	0.00
scaffold_453	4939	57.16	1	4	0.81	1.206	1.163	NA	62.00	62.00	0.50
scaffold_454	4924	61.31	1	4	0.81	0.759	0.606	1.000	292.50	292.50	0.00
scaffold_455	4918	61.12	1	4	0.81	0.666	0.497	0.333	516.50	516.50	0.00
scaffold_456	4917	54.87	1	3	0.61	1.279	0.846	2.000	506.50	506.50	0.33
scaffold_457	4909	68.95	1	3	0.61	1.009	1.272	0.500	164.00	164.00	0.00
scaffold_458	4905	55.07	1	5	1.02	0.663	0.651	0.250	283.50	283.50	0.20
scaffold_459	4901	73.07	1	4	0.82	1.037	1.091	0.333	208.00	208.00	0.00
scaffold_460	4899	69.14	1	4	0.82	0.878	0.813	0.333	116.50	116.50	0.00
scaffold_461	4891	64.57	1	2	0.41	1.402	1.402	NA	814.00	814.00	0.00
scaffold_462	4887	63.97	1	4	0.82	0.590	0.639	NA	355.00	355.00	0.00
scaffold_463	4873	67.31	1	4	0.82	0.815	0.804	1.000	237.00	237.00	0.00
scaffold_464	4862	61.68	1	5	1.03	0.437	0.348	0.667	306.00	306.00	0.00
scaffold_465	4857	61.99	1	6	1.24	0.389	0.232	0.200	253.50	253.50	0.00
scaffold_466	4854	57.13	1	2	0.41	1.401	1.401	NA	1026.50	1026.50	0.00
scaffold_467	4850	58.35	1	4	0.82	0.657	0.607	3.000	190.00	190.00	0.25
scaffold_468	4832	67.22	1	6	1.24	0.560	0.297	2.000	76.00	76.00	0.00
scaffold_469	4829	57.65	1	3	0.62	0.966	0.501	0.500	627.00	627.00	0.00
scaffold_470	4825	56.29	1	8	1.66	0.309	0.276	1.667	186.00	186.00	0.12
scaffold_471	4811	66.70	1	3	0.62	1.485	1.098	2.000	41.00	41.00	0.00
scaffold_472	4804	53.89	1	7	1.46	0.252	0.264	0.750	233.00	233.00	0.14
scaffold_473	4801	62.95	1	3	0.62	0.645	0.180	2.000	246.00	246.00	0.00
scaffold_474	4799	66.06	1	2	0.42	1.930	1.930	1.000	273.00	273.00	0.00
scaffold_475	4783	67.24	1	3	0.63	1.088	0.819	0.500	361.00	361.00	0.00
scaffold_476	4778	58.46	1	9	1.88	0.385	0.237	0.800	146.50	146.50	0.11
scaffold_477	4776	63.57	1	4	0.84	0.535	0.526	3.000	272.00	272.00	0.00
scaffold_478	4775	59.54	1	5	1.05	0.799	0.672	0.250	146.00	146.00	0.00
scaffold_479	4773	66.12	1	4	0.84	0.951	1.030	3.000	239.50	239.50	0.00
scaffold_480	4762	59.87	1	5	1.05	0.488	0.369	NA	420.50	420.50	0.20
scaffold_481	4744	64.40	1	4	0.84	0.721	0.754	0.333	355.50	355.50	0.00
scaffold_482	4743	66.86	1	2	0.42	1.317	1.317	NA	710.50	710.50	0.00
scaffold_483	4729	66.91	1	1	0.21	4.728	4.728	NA	1.00	1.00	0.00
scaffold_484	4724	70.03	1	2	0.42	2.179	2.179	NA	183.50	183.50	0.00
scaffold_485	4697	56.27	1	2	0.43	2.165	2.165	1.000	130.50	130.50	0.00
scaffold_486	4696	62.01	1	4	0.85	0.586	0.538	1.000	501.00	501.00	0.00
scaffold_487	4685	56.37	1	3	0.64	1.461	1.725	0.500	153.50	153.50	0.33
scaffold_488	4667	48.79	1	1	0.21	4.587	4.587	NA	2.00	2.00	0.00
scaffold_489	4662	61.78	1	5	1.07	0.512	0.498	1.500	187.00	187.00	0.00
scaffold_490	4660	69.89	1	3	0.64	1.424	1.491	0.500	95.00	95.00	0.00
scaffold_491	4653	59.64	1	6	1.29	0.477	0.415	1.000	303.00	303.00	0.00
scaffold_492	4652	67.45	1	3	0.64	0.704	0.831	2.000	538.00	538.00	0.00
scaffold_493	4652	54.54	1	7	1.50	0.553	0.297	1.333	194.00	194.00	0.29
scaffold_494	4622	63.91	1	3	0.65	0.930	0.642	0.500	334.00	334.00	0.00
scaffold_495	4622	61.08	1	5	1.08	0.655	0.504	0.667	319.50	319.50	0.20
scaffold_496	4620	69.33	1	6	1.30	0.515	0.467	NA	309.00	309.00	0.17
scaffold_497	4616	54.61	1	5	1.08	0.537	0.393	NA	138.50	138.50	0.20
scaffold_498	4615	61.60	1	5	1.08	0.513	0.570	1.500	169.00	169.00	0.00
scaffold_499	4611	53.96	1	4	0.87	1.096	1.164	NA	152.00	152.00	0.50
scaffold_500	4604	67.77	1	5	1.09	0.315	0.315	NA	308.00	308.00	0.00
scaffold_501	4594	74.25	1	5	1.09	0.923	0.852	0.250	27.00	27.00	0.40
scaffold_502	4590	66.67	1	5	1.09	0.497	0.423	NA	445.00	445.00	0.00
scaffold_503	4589	58.14	1	2	0.44	1.938	1.938	NA	358.00	358.00	0.00
scaffold_504	4576	71.18	1	1	0.22	2.949	2.949	NA	2.00	2.00	0.00
scaffold_505	4568	65.24	1	10	2.19	0.332	0.243	1.500	94.00	94.00	0.00
scaffold_506	4562	66.94	1	3	0.66	1.417	0.660	0.500	51.00	51.00	0.00
scaffold_507	4547	66.64	1	4	0.88	0.678	0.480	3.000	156.00	156.00	0.00
scaffold_508	4524	67.04	1	1	0.22	3.822	3.822	NA	1.00	1.00	0.00
scaffold_509	4522	67.96	1	2	0.44	1.819	1.819	NA	127.50	127.50	0.00
scaffold_510	4494	58.63	1	3	0.67	0.366	0.324	2.000	678.00	678.00	0.00
scaffold_511	4491	67.87	1	6	1.34	0.467	0.429	5.000	319.00	319.00	0.00
scaffold_512	4486	60.14	1	3	0.67	0.854	0.774	NA	62.00	62.00	0.00
scaffold_513	4476	64.25	1	5	1.12	0.692	0.570	0.250	187.00	187.00	0.40
scaffold_514	4473	51.58	1	3	0.67	0.851	0.231	NA	513.00	513.00	0.00
scaffold_515	4469	60.39	1	1	0.22	2.781	2.781	NA	1224.00	1224.00	0.00
scaffold_516	4458	59.51	1	4	0.90	0.838	0.702	NA	82.50	82.50	0.00
scaffold_517	4446	63.61	1	6	1.35	0.554	0.562	0.200	198.50	198.50	0.00
scaffold_518	4445	56.56	1	4	0.90	0.619	0.605	1.000	241.00	241.00	0.00
scaffold_519	4442	58.55	1	2	0.45	2.100	2.100	NA	54.00	54.00	0.00
scaffold_520	4418	59.57	1	5	1.13	0.484	0.336	1.500	211.00	211.00	0.00
scaffold_521	4410	57.44	1	4	0.91	0.887	0.488	3.000	5.00	5.00	0.25
scaffold_522	4405	51.62	1	1	0.23	3.945	3.945	NA	3.00	3.00	0.00
scaffold_523	4404	57.90	1	3	0.68	0.778	0.723	NA	372.00	372.00	0.00
scaffold_524	4396	63.97	1	1	0.23	1.377	1.377	NA	573.00	573.00	0.00
scaffold_525	4387	73.85	1	3	0.68	0.806	0.996	NA	490.00	490.00	0.00
scaffold_526	4356	63.82	1	3	0.69	0.891	0.726	2.000	428.00	428.00	0.00
scaffold_527	4348	68.54	1	5	1.15	0.364	0.378	0.667	252.00	252.00	0.00
scaffold_528	4347	55.99	1	3	0.69	1.156	1.197	0.500	209.00	209.00	0.00
scaffold_529	4334	55.49	1	3	0.69	0.600	0.747	2.000	492.00	492.00	0.00
scaffold_530	4326	58.44	1	6	1.39	0.556	0.537	NA	234.50	234.50	0.33
scaffold_531	4325	58.47	1	4	0.92	0.633	0.587	0.333	185.00	185.00	0.00
scaffold_532	4320	63.38	1	7	1.62	0.493	0.282	2.500	166.00	166.00	0.29
scaffold_533	4312	63.22	1	10	2.32	0.304	0.234	1.500	136.00	136.00	0.30
scaffold_534	4308	62.14	1	9	2.09	0.429	0.549	0.800	116.00	116.00	0.33
scaffold_535	4302	60.27	1	1	0.23	4.299	4.299	NA	3.00	3.00	0.00
scaffold_536	4299	58.18	1	3	0.70	1.410	0.297	NA	47.00	47.00	0.33
scaffold_537	4289	63.86	1	3	0.70	1.072	0.855	0.500	278.00	278.00	0.00
scaffold_538	4284	63.68	1	5	1.17	0.509	0.633	0.667	326.00	326.00	0.00
scaffold_539	4282	53.39	1	2	0.47	2.107	2.107	NA	34.00	34.00	0.00
scaffold_540	4271	67.88	1	2	0.47	1.639	1.639	1.000	497.50	497.50	0.00
scaffold_541	4270	60.16	1	5	1.17	0.533	0.504	0.667	120.00	120.00	0.00
scaffold_542	4268	65.75	1	4	0.94	0.920	0.957	1.000	159.00	159.00	0.00
scaffold_543	4250	69.79	1	5	1.18	0.426	0.444	0.250	558.50	558.50	0.20
scaffold_544	4244	54.88	1	5	1.18	0.795	0.846	4.000	28.00	28.00	0.00
scaffold_545	4242	63.70	1	6	1.41	0.296	0.282	0.500	166.50	166.50	0.00
scaffold_546	4235	61.61	1	3	0.71	0.804	0.822	NA	730.00	730.00	0.00
scaffold_547	4225	57.73	1	4	0.95	0.640	0.500	3.000	379.50	379.50	0.00
scaffold_548	4217	63.29	1	2	0.47	1.728	1.728	NA	381.00	381.00	0.00
scaffold_549	4216	63.97	1	3	0.71	0.805	0.804	2.000	426.00	426.00	0.00
scaffold_550	4213	60.15	1	8	1.90	0.287	0.258	0.143	125.50	125.50	0.25
scaffold_551	4211	58.68	1	3	0.71	0.770	0.594	0.500	744.00	744.00	0.00
scaffold_552	4211	63.74	1	5	1.19	0.650	0.555	4.000	289.50	289.50	0.20
scaffold_553	4200	60.48	1	5	1.19	0.651	0.243	0.667	224.50	224.50	0.20
scaffold_554	4194	67.95	1	2	0.48	1.924	1.924	1.000	174.00	174.00	0.00
scaffold_555	4192	58.80	1	5	1.19	0.414	0.267	4.000	199.00	199.00	0.00
scaffold_556	4186	66.72	1	4	0.96	0.866	0.380	1.000	233.00	233.00	0.00
scaffold_557	4181	61.83	1	4	0.96	0.847	0.464	1.000	17.00	17.00	0.25
scaffold_558	4181	68.29	1	1	0.24	2.967	2.967	NA	684.00	684.00	0.00
scaffold_559	4179	64.75	1	5	1.20	0.562	0.651	4.000	96.00	96.00	0.00
scaffold_560	4146	70.91	1	4	0.96	0.688	0.669	3.000	329.50	329.50	0.00
scaffold_561	4138	64.93	1	4	0.97	0.778	0.825	1.000	190.00	190.00	0.00
scaffold_562	4130	71.14	1	4	0.97	0.732	0.790	3.000	304.50	304.50	0.00
scaffold_563	4126	62.29	1	5	1.21	0.503	0.465	4.000	114.00	114.00	0.00
scaffold_564	4103	61.66	1	4	0.97	0.496	0.396	1.000	439.00	439.00	0.00
scaffold_565	4092	66.32	1	1	0.24	2.805	2.805	NA	1286.00	1286.00	0.00
scaffold_566	4082	56.64	1	2	0.49	1.016	1.016	1.000	928.00	928.00	0.00
scaffold_567	4080	65.07	1	2	0.49	1.516	1.516	NA	524.00	524.00	0.00
scaffold_568	4078	61.75	1	2	0.49	0.759	0.759	1.000	79.00	79.00	0.00
scaffold_569	4077	59.95	1	3	0.74	0.658	0.324	2.000	40.00	40.00	0.33
scaffold_570	4068	67.26	1	2	0.49	1.625	1.625	NA	410.50	410.50	0.00
scaffold_571	4058	56.88	1	1	0.25	3.804	3.804	NA	255.00	255.00	0.00
scaffold_572	4035	58.86	1	2	0.50	0.780	0.780	1.000	766.00	766.00	0.00
scaffold_573	4025	65.22	1	2	0.50	1.817	1.817	NA	55.00	55.00	0.00
scaffold_574	4017	64.28	1	6	1.49	0.553	0.555	1.000	106.00	106.00	0.33
scaffold_575	3999	55.74	1	7	1.75	0.256	0.216	0.750	297.00	297.00	0.00
scaffold_576	3990	69.80	1	1	0.25	2.310	2.310	NA	1681.00	1681.00	0.00
scaffold_577	3989	57.58	1	7	1.75	0.406	0.180	6.000	95.50	95.50	0.14
scaffold_578	3971	54.47	1	2	0.50	0.418	0.418	NA	1568.00	1568.00	0.00
scaffold_579	3969	71.68	1	2	0.50	1.921	1.921	NA	63.50	63.50	0.00
scaffold_580	3957	55.45	1	5	1.26	0.299	0.315	0.667	331.00	331.00	0.00
scaffold_581	3950	68.13	1	3	0.76	1.292	0.975	0.500	40.00	40.00	0.33
scaffold_582	3944	53.07	1	3	0.76	1.210	0.747	NA	35.00	35.00	0.00
scaffold_583	3939	59.05	1	1	0.25	1.293	1.293	NA	2646.00	2646.00	0.00
scaffold_584	3928	58.04	1	2	0.51	1.855	1.855	1.000	110.00	110.00	0.00
scaffold_585	3927	61.78	1	2	0.51	1.281	1.281	NA	684.00	684.00	0.00
scaffold_586	3926	61.92	1	5	1.27	0.338	0.201	1.500	573.00	573.00	0.00
scaffold_587	3914	64.69	1	4	1.02	0.727	0.804	3.000	113.50	113.50	0.00
scaffold_588	3906	65.08	1	3	0.77	0.851	0.228	0.500	54.00	54.00	0.00
scaffold_589	3905	64.61	1	1	0.26	1.317	1.317	NA	2588.00	2588.00	0.00
scaffold_590	3901	60.73	1	5	1.28	0.538	0.339	NA	193.50	193.50	0.20
scaffold_591	3894	66.36	1	5	1.28	0.577	0.636	4.000	132.00	132.00	0.20
scaffold_592	3893	54.25	1	7	1.80	0.469	0.288	0.400	54.00	54.00	0.14
scaffold_593	3880	62.29	1	3	0.77	0.797	0.597	0.500	40.00	40.00	0.00
scaffold_594	3870	61.73	1	3	0.78	0.835	0.609	0.500	326.00	326.00	0.00
scaffold_595	3857	70.05	1	2	0.52	1.542	1.542	1.000	387.50	387.50	0.00
scaffold_596	3857	52.27	1	1	0.26	1.149	1.149	NA	1285.00	1285.00	0.00
scaffold_597	3850	65.77	1	3	0.78	0.760	0.636	NA	396.00	396.00	0.00
scaffold_598	3839	64.31	1	3	0.78	0.903	0.552	NA	350.00	350.00	0.00
scaffold_599	3838	65.50	1	3	0.78	0.874	0.690	0.500	504.00	504.00	0.00
scaffold_600	3836	54.69	1	1	0.26	3.633	3.633	NA	1.00	1.00	0.00
