VOG	Allma1	Allomyces_arbuscula_Burma_1F	Allomyces_javanicus_California_12	Anasp1	Batde5	Blabri1	Blyhe1	Blyttiomyces_sp	Boothiomyces_macroporosum_PLAUS21	Borealophlyctis_nickersoniae_WJD170	Caecom1	Catan2	Caupr1	Caupr_SCcomb	Chyhya1	Chylag1	Chytri1	Chytriomyces_hyalinus_ARG085	Chytriomyces_hyalinus_ARG121	Chytriomyces_hyalinus_JEL0117	Chytriomyces_hyalinus_JEL0176	Chytriomyces_hyalinus_JEL0345	Cladochytrium_tenue_C_tenue	Clapol1_1	Clarep1_1	Dinochytrium_kinnereticum_KLL_TL_06062013	Enthel1	Entophlyctis_luteolus_JEL0120	Entophlyctis_luteolus_JEL0129	Entophlyctis_sp	Fimjon1	Gaertneriomyces_sp	Gaesem1	Ganpr1	Geranomyces_michiganensis_JEL0563	Geranomyces_variabilis_JEL0379	Geranomyces_variabilis_JEL0389	Geranomyces_variabilis_JEL0566	Geranomyces_variabilis_JEL0567	Gervar1	Glopol1	Gorhay1	Hompol1	Hyacur1	Irineochytrium_annulatum_JEL0729	Kappamyces_sp	Lobulomyces_angularis_JEL0522	Lobulomyces_sp	Neosp1	Nowakowskiella_sp	Obemuc1	Orpsp1_1	Paranamyces_uniporus_JEL0695	Paraphysoderma_sedebokerense_JEL0847	Parsed1	Phlyctochytrium_bullatum_JEL0754	Phlyctochytrium_planicorne_JEL0388	Physocladia_obscura_JEL0513	PirE2_1	Pirfi3	Podochytrium_sp	Polagg1_1	Powhir1	Quaeritorhiza_haematococci_JEL0916	Rhihy1	Rhizoclosmatium_hyalinus_JEL0917	Rhizophlyctis_rosea_JEL0318	Rhizophlyctis_rosea_JEL0764	Rhizophydium_sp	Siphonaria_sp	SmithFen_BAUOG	Spipu1	Thoreauomyces_humboldtii_JEL0095	Triarc1	Unknown_unknown_JEL0888
NCVOG1188	1.1e-11					1.2e-11					1.5e-11	1.2e-12	1.1e-11		1.7e-11	1.1e-11	1.4e-11							1.4e-11	3.7e-11		1.4e-11					1.5e-12	3.4e-13	1.1e-13	1.2e-13		1.7e-12			7.8e-11											1.3e-12			4.5e-12	5.6e-12				6.4e-11			1.2e-14	6.8e-13						1.7e-11		6.7e-12			1.1e-16	
NCVOG1192		1.4e-12	2.1e-25				1.7e-11						7.5e-19	3.1e-19								2.4e-13																																							1.5e-17	1.4e-19		6e-19						1.4e-12					
NCVOG1193																																																																			8.6e-11						1.4e-14		
NCVOG1194		4.6e-11			1.2e-12	6.4e-13			3.8e-16		1.9e-14		9.5e-20		1.3e-11	1.4e-14	2.6e-13	1.4e-11	1.3e-12		2.3e-13	1.6e-13		1.1e-13	1.9e-13				1.3e-11	1.5e-15		1.2e-16	1.1e-13	2.2e-11	4.5e-12		2.8e-11					1.5e-11				7.1e-12			3.1e-11			1.4e-12	3.8e-11	3.5e-15	1.5e-12	1.4e-11	1.6e-16		1.1e-14	1.3e-15		2.7e-19	2.2e-11		4.7e-15			4.4e-17	1.2e-11	2.3e-12		1.1e-11			
NCVOG1195																																																									4.4e-11											4.2e-19							
NCVOG1196	1.5e-19		3.1e-17			6.6e-11	1.1e-20			2.8e-19		2.9e-13	2.6e-19	2.8e-12	4.5e-13	1.3e-12		1.9e-14	1.4e-13		7e-12	9.9e-14	1.1e-14		2.1e-18	1.7e-13				1.3e-12	1.5e-40	6.5e-12	3.5e-17	4.8e-11	3.4e-24	2.8e-15	2.6e-23	1.5e-33	1.5e-21	1.2e-18	6.2e-13			1.2e-12	1.6e-12				1.2e-14	2.3e-22			1.7e-16	7.1e-20	1.7e-11	1.3e-11	3.2e-14		1.1e-11	1e-10	5.3e-11	4.3e-13	1.5e-26	5.3e-14	1.1e-11	8.5e-11	1.3e-12	4.2e-12	3.4e-12	2.8e-11		1.8e-12	1.7e-22	1.2e-12	1.7e-19
NCVOG1197				1.4e-16														3.2e-13		1.1e-14	4.2e-14								8.3e-12	2.1e-11											1.1e-20	1.1e-12					1.1e-13	1.3e-11	1.9e-11		1.6e-11		1.1e-14	3.8e-12	1.1e-11				5.3e-13	1.6e-13	1.8e-15				1.2e-11	1e-12			1.1e-13	1.6e-19					
NCVOG1199																																										3.4e-11																																	
NCVOG1200				1.2e-11					1.6e-11							5.4e-17													2.1e-12		1.1e-13		1.6e-11																										1.3e-13	1.2e-11		4.1e-14	2.8e-11						6.7e-16						
NCVOG1202																																												1.2e-11																															
NCVOG1206																																9.4e-15	1.3e-15																																										
NCVOG1207																																																																			1.2e-11								
NCVOG1212																																																																									1.3e-13		
NCVOG1216		5.1e-19	2.9e-18				1.2e-23															6.9e-23																																										1.6e-30											
NCVOG1222																																													1.1e-11																														
NCVOG1226																								7.1e-12																																																			
NCVOG1233																																													1.5e-11					3.3e-16																							2.2e-11		
NCVOG1236																																																																1.8e-19											
NCVOG1242			9.4e-12		5.8e-13																																																																3.5e-11						
NCVOG1243									2.5e-13			4.2e-16	7.7e-13	4.7e-13																													4.2e-11		3.8e-28				5.7e-21	5.8e-13		6.4e-23		2.4e-12					8.6e-22										1.6e-13						
NCVOG1250																																												1.1e-11																															
NCVOG1264																																														2.4e-14																							6.1e-19						
NCVOG1272			2.2e-14	1.4e-12			2.2e-22		3.6e-12						1e-10			7.8e-11	1.5e-11		1.3e-11	1.9e-16			1.9e-25						1.9e-36				2.2e-12						1.7e-23							8.7e-22	3e-11				7.3e-13						1.3e-18	1.2e-46		1.2e-19	4.7e-11				4.9e-19		1.1e-11			2.3e-12			6.3e-13
NCVOG1273																																		1.7e-20																												3.1e-12								1.5e-11				3.2e-41	
NCVOG1277																																																												7.5e-14															
NCVOG1298	1.6e-12			1.6e-13	2.3e-16		3.7e-12		1.8e-20	1.8e-14		1.9e-13	1.7e-15	2.1e-16	2.6e-12			2.6e-12	1.2e-12		7.4e-11	5.5e-14		1.5e-11	1.7e-15						1.1e-22	2.4e-12	4.9e-13		1.3e-14	1.1e-13	1.1e-14	7.5e-14	1.4e-18	1.5e-15		7.1e-12		2.2e-12	1.2e-17	3.9e-14		7.6e-11	1.1e-13	3.4e-11			1.2e-14					2.8e-16	1.2e-13	2.6e-12		2.4e-15	1.9e-12	1.1e-15			1.5e-37	2.1e-14	2.2e-11			4.1e-12	1.2e-33	2e-13	
NCVOG1299	1.7e-21	1.2e-20	1.4e-27	1.1e-15		1.4e-12			1.2e-13	5.4e-15	3e-16	1.1e-12	1e-21	3.2e-22	2.3e-11		1.2e-22	3e-20	1.9e-13	1.3e-11	1.3e-18	4.1e-20	4.2e-14	2.9e-15	2.1e-20	1.5e-16	1.3e-13		2.1e-11	4.7e-11		5.5e-12	2.6e-19	9e-11	2.3e-12	3.4e-12	8.4e-13	2.9e-12	5.1e-12	1.5e-13	2.2e-11	2.5e-20	1.1e-12	8.7e-13	7.6e-11		3.7e-17	3.5e-17	1.3e-13	1.4e-14	6.4e-11	1.7e-13	1.5e-12	4.1e-13		8.2e-17	1.1e-11	1e-13	8.5e-16	6.2e-17	5.4e-15	9.5e-23	9.7e-14	1.2e-27	2.4e-13	1.5e-16			1.2e-15	1.4e-13		5.1e-17	5.4e-11	4e-18	1.3e-13
NCVOG1303																																																																5e-11											
NCVOG1309																																													1.2e-13					2.4e-11																									
NCVOG1313																																																																1.6e-14			6.1e-11								
NCVOG1317				1.5e-17							1.1e-15																																		1.6e-12				1.8e-16			1.1e-15							2.8e-14	2.2e-14															
NCVOG1326	2.7e-27	4.2e-27	2.2e-29		1.1e-26	4.1e-25			1.7e-15	1.8e-20		5.2e-21	8.8e-34	7e-34		7.1e-14							7.7e-32	4.9e-14	7.8e-12	2.2e-13	1.1e-20				1.1e-21	1.2e-27	4.1e-27	1.1e-13	2.5e-26	3.4e-25	2.3e-25	2.4e-12	1.7e-12	2.8e-26	1.1e-24	1.2e-27	8.2e-27			2.8e-31	3.5e-14	3.1e-15		1.1e-17	2.6e-12		1.2e-29	1.1e-28		1.9e-22	3.1e-14						5.8e-23	1.3e-11	1.4e-13		3.1e-11	1.8e-13	1.2e-28	2.7e-14		4.1e-19	4e-35	1.4e-24	5.2e-11
NCVOG1332																																													1.1e-14																												1.1e-11		
NCVOG1337			6e-11						2.1e-13						1.1e-14		1e-13	1.9e-23	5.8e-12	2.4e-19	1.5e-12	1.3e-13					1.1e-11		2.7e-19	8.7e-18				5.1e-11	8.8e-13								1.4e-25	3.2e-16									7.5e-13	3.3e-17				3.6e-24							4.7e-15	1.8e-20			1.2e-12					3.4e-15	1.1e-12
NCVOG1339																															1.9e-17		4e-12								1.1e-13			1.4e-13									1.4e-22											5.9e-12					1.2e-18			1e-12			
NCVOG1340																																																4.5e-14																											
NCVOG1342																						3.4e-11																																																					
NCVOG1343			1.7e-12									2.5e-33	2.1e-11																			6.9e-13	2.9e-27	4.5e-19			4.3e-18	2.2e-14						1.1e-14																							1.7e-12	3.5e-20	6e-15					4.9e-22	
NCVOG1346		1.2e-25	4.6e-25																																																																								
NCVOG1348							6.8e-13															1.1e-15																												1.3e-11												4e-12		4.4e-13											
NCVOG1350										2e-12																																																																	
NCVOG1351	1.3e-22	2.4e-20			9.5e-21	1.9e-13			1.4e-26			4.3e-32	1.1e-37			6.1e-11							6.6e-11				2.1e-17		6.6e-12	2.4e-12	8.1e-20	3.6e-20	2.2e-11		3.2e-24	1.4e-12	1e-13	1.8e-24	1.7e-17	1.4e-25	3.3e-14	2.2e-21	3.3e-15	7.5e-14	4.9e-13	1.5e-15				3.9e-18			1.3e-35	1.1e-24	2.4e-11		7.8e-11	1.1e-12				1.3e-13	2.3e-24				4.7e-11		1.3e-46			6.8e-26	1.7e-22	1.8e-22	
NCVOG1352					9.5e-16		3.6e-12		2.5e-39	1e-22										3e-11			2.7e-11				4.7e-20				3e-17	8.6e-15	5.9e-17		2.6e-21	2.3e-24	9.4e-23	8.5e-23	2.8e-24	1.1e-23	4e-17	4.5e-21			3e-20	7.9e-18				2.7e-25			1.1e-26	2e-24		8e-12		7.6e-19			7.2e-26		4.9e-27	2.6e-11	8e-11	1.8e-12	1.8e-11		1.1e-22	1.2e-12		3.8e-13	9.3e-94	8e-16	
NCVOG1353	0	0	0		3.7e-96	0	6.2e-45		1.2e-13	1.8e-42		0	2.8e-220		1.3e-85	1.5e-57	4.2e-50	4.9e-51	1.3e-26	1.2e-30	1.1e-71	1.2e-13	5.4e-98	1.4e-54	4.2e-119	3.3e-99	5.7e-43		2.4e-80	5e-53	4.4e-130	2.7e-218	4.1e-206	1.3e-58	1.9e-34	2.4e-12	1.4e-34	2.7e-34	2.7e-34	6.8e-36	4.3e-127	2.3e-174	1.1e-94	6.2e-71	1.9e-47	1.1e-69	1.2e-71	4.6e-72		1.4e-39	6.6e-136		1e-15	1.5e-152	1.8e-72	2.5e-72	1.8e-72	1.7e-18			0	3.9e-15	1.4e-178	1.9e-114	1.1e-164	2.8e-20	7.3e-78	2.4e-74	1.1e-14	1e-214		2.4e-24	2.8e-90	2.8e-106	1.6e-68
NCVOG1354			1.6e-14							1e-19										2.8e-12		1.3e-12							1.2e-12	6e-11															1.1e-13											1.2e-13					4.2e-18			2.9e-20		2.4e-13			1.3e-11	8e-22					
NCVOG1357									5.5e-12																4e-27																													5e-11				6.2e-23											1.1e-23						
NCVOG1358																																																												2.4e-11															
NCVOG1359										2.9e-13																																																																	
NCVOG1360															4.7e-14																1.7e-18																												1.5e-13	2.8e-15		6.2e-13													
NCVOG1361				4.4e-11																											1.7e-12																												5.6e-13																
NCVOG1364				1.4e-11			2.2e-12																								2.3e-11											2e-11	1.2e-11																1.3e-11	1.1e-13		2.1e-11			3.1e-11										
NCVOG1419																																																																					5.9e-12						
NCVOG1423																			2.5e-16			4.1e-12												2.4e-13																2.5e-13												1.3e-13		3.7e-11											
NCVOG1424																															1.7e-13																												6.2e-11																
NCVOG1427				1.2e-12																																													2.2e-12																		2.2e-14								
NCVOG1446																																																							2e-22																				
NCVOG1451										4.9e-15											1.7e-14	2.4e-13											2.5e-11									1.7e-13								3.9e-15																									
NCVOG2058			2.8e-13	1.1e-11	3.2e-29	1.3e-11	1.8e-11	8e-20	1.3e-13	1.1e-15		2.2e-11			1.3e-16	1.1e-19	1.1e-13	1.2e-19	1.2e-17	1.2e-13	1.2e-14	1.6e-15	1.5e-11	1.1e-12	1.1e-12	1.3e-11	1.6e-12	1.8e-18	1.2e-12	1.1e-17	1.5e-12	1.1e-66	1.1e-17	1.1e-11			2.2e-21	2.2e-23	1.3e-24	1.1e-20	1.1e-11	1.2e-16	1.2e-13		1.1e-11	2.4e-19	1.4e-14	1.4e-16	1.1e-14	1.1e-11	1.1e-11	3.9e-11	1.2e-14	1.1e-12	1.2e-20	1.8e-12	1.1e-16	1.3e-12	1.1e-12	1.1e-16	1.9e-17	1.1e-12	1.3e-27	1.1e-34	1.1e-12	1.2e-18	1.1e-28	1.1e-11	1.1e-11	1.1e-11		1.4e-27	1.8e-13	4.5e-11	1.3e-12
NCVOG2123																						1.1e-11																																																					
NCVOG2195																																													8.5e-21																														
NCVOG2204	2.9e-35	1.6e-32	1.4e-51			1.2e-15			3.2e-37			1.1e-13			1.7e-27	1.2e-12	1.4e-24	2.5e-25	2.4e-36	3.7e-29	1.6e-57	1e-15		4.4e-14	8.9e-13	5.8e-16	7.1e-24		1.8e-21	1.3e-36	4e-26	2.7e-39	4.3e-44	6.4e-30	4.8e-18	5.7e-22	2.1e-21	3.4e-21	2.8e-21	6.6e-23	1.1e-29	7.6e-25		1.9e-18	2.9e-21	1.9e-19	9.6e-13	1e-12		3.7e-30	1.4e-20		1.2e-13	5.6e-49	4.8e-15	1.2e-18	1.7e-14	1.3e-30			2.6e-51	2.1e-12	2.1e-19	2.2e-16	1.2e-23	1.2e-31			1.1e-12	1.9e-46			2.9e-20	1.3e-27	
NCVOG2216									2.9e-13			1.7e-11	1.1e-11		1.1e-11		1.3e-11	4.7e-11		2.9e-12																						5.7e-15									3.5e-12		1.3e-12	1.4e-16											3.8e-12	4.5e-12			3.8e-11						
NCVOG2223	3.1e-14	2.1e-13	3.2e-19			2.5e-24			2.8e-65	3.1e-26		4e-20			2.1e-26		3.9e-17	1.1e-27	1e-27	2.4e-21	1.5e-27	1.6e-26		8e-13		7e-33			2.1e-16	2.7e-17	6.9e-12	2.2e-13	1.1e-12	1.3e-11							9.2e-21			2.1e-13	3.9e-11						1.4e-15		1.2e-25	4.8e-40	1.3e-21			6e-15			1.7e-19			2.7e-11	1.1e-15	1.5e-11	4.5e-15		1.2e-27	1.7e-19		3.2e-42		1.8e-41	3e-40
NCVOG2246					8.8e-19		1.5e-18		1.6e-18	2.7e-18																2.2e-22			6.3e-38	8.8e-38											1.5e-25	2.2e-35	1.9e-12		2.6e-18	7e-14	4.3e-16	1.7e-17		6.7e-13			1.8e-22	1.8e-41	3e-20	2.5e-40	2e-24	8.6e-60					7.1e-40						1.4e-39				9.4e-31	7.9e-45	3.1e-11
NCVOG2254									2.7e-13											1.9e-14									1.9e-16	1.3e-16														1.3e-13		9.6e-25					5.3e-11		1e-11																1.8e-11						
NCVOG2271																																																										7.9e-13																	
NCVOG2295																															1e-13																																											6.1e-16	
NCVOG2487							7.7e-11																																																												3.2e-11								
NCVOG2608							2.1e-15																								1.3e-15																																				1.1e-12		2.6e-16						
NCVOG2610				1.1e-12	5.2e-13				8.6e-15			1.7e-17			1.6e-13			1.1e-14																	1.7e-11						9.5e-11												2.3e-12	1.4e-12					1.1e-13	1.1e-13		2.1e-11							1.2e-11						2.1e-14
NCVOG2616																																																2.4e-15																											
NCVOG2618			1e-13																																																																								
NCVOG2632																																																																			1.1e-19								
NCVOG2633										1.6e-11																																																2.1e-13																	
NCVOG2634																																																											2.9e-12	1.4e-11															
NCVOG2639			8.6e-12								3.7e-11																					6.3e-11	1.4e-13														7e-12	1.5e-13						9.3e-14										7.1e-15					1.7e-13				4.3e-14		
NCVOG2642									1.2e-26			1.2e-14	2.5e-13	2e-13				1.6e-11		1.8e-11	1.2e-17	5.5e-15																				1.3e-28									1.4e-11		2.2e-12	1.9e-16				6.8e-12								5.3e-13			2.7e-27	7.5e-26					
NCVOG2643	1.8e-15	2e-14	8.5e-19	2.5e-12		2.2e-17		1.1e-13	2.3e-15		6e-11	1.9e-18	1.4e-18	2.1e-19		1.4e-13		9.3e-12		7.4e-11	5.6e-11			1.1e-11		1.8e-11					2e-23										8.8e-13	2.4e-23	1.4e-14	2.1e-26	1.6e-16	3.9e-16						7.7e-14	3.3e-12	4.8e-26	9.3e-11	2.4e-11			2e-11	2.7e-11	1.1e-12			1.2e-11	3.2e-11	1.9e-13		4.1e-11	1.3e-46		1.8e-13				5.8e-11
NCVOG2647																																				5.7e-19	3.5e-16	1.5e-12																	1.8e-22																	4.5e-17			
NCVOG2652							8.6e-12															4.4e-25																							9.2e-19																														
NCVOG2653		7.9e-12								1.2e-12																																						1e-12										1.8e-11									6.2e-12						1.4e-14		
NCVOG2654									2.2e-11																																	3.5e-11																											7.8e-11						
NCVOG2662																																																																			8e-11								
NCVOG2663																															1.1e-11																		4.2e-12																										
NCVOG2674																																																1.4e-13																											
NCVOG2687																																													1.6e-12																												1.9e-11		
NCVOG2689																																																																									1.7e-12		
NCVOG2709																																													2.2e-11																														
NCVOG2731																															1.8e-11																		1.2e-19										1.3e-11	9.5e-13									1e-12						
NCVOG2734				1.1e-11					2.1e-11											1.6e-11				1.3e-12		5.1e-12			1.2e-11	1.4e-11											2.7e-12	1.6e-13			1.9e-16		8.9e-12	2.4e-12	1.1e-11	2.5e-12	7.8e-13		1.3e-11		1.9e-11	7.1e-13	1.8e-15	1.3e-16	1.1e-12	1.1e-13				1.2e-11	1.3e-12	1.1e-11			1.2e-18	3.4e-13					1.1e-11
NCVOG2766																																													1.1e-13																												1.8e-11		
NCVOG2772															1.2e-11									1.3e-11	2.9e-11						1.4e-13					6.3e-13	2.3e-13	2e-12		2.8e-11					8.1e-15					6.3e-13									1.1e-11	2.6e-22							1.5e-12		3.2e-11			1.7e-12			
NCVOG2775	1.1e-11	5.9e-15	2.4e-11	1.1e-14	1.3e-12	5.9e-14	1.6e-23		1.3e-23	1.1e-14		1.2e-16	1.3e-11	1.2e-19	1.4e-23	1.4e-15	1.5e-11	1.3e-22	1.8e-16	1.1e-11	4e-11	1.3e-16	1.9e-24	1.1e-12	1.3e-34	1.1e-25	1.1e-17	5.1e-27	1.1e-15	1.1e-11	1.5e-11	1.6e-17	1.2e-11	1.1e-12	1.1e-24	1.4e-11	1.2e-22	1.1e-26	1.3e-26	1.2e-15	1.1e-13	1.1e-12	1.4e-12	1.2e-14	1.1e-12	1.1e-15	1.5e-17	1.8e-11	1.1e-12	1.1e-12	1.1e-25	2e-11	1.2e-15	1.2e-27	1.2e-12	1.1e-11	1.1e-37	1.1e-27	1.1e-12	1.1e-11	1.1e-12	1.2e-25	1.3e-26	1.1e-38	1.1e-19	1.2e-13	2.4e-17	1.4e-11	1.1e-11	1.2e-18		1.4e-24	1.2e-12	1.8e-11	1.1e-12
NCVOG2807																																																																									7.2e-13		
NCVOG2845																																												4e-18																															
NCVOG2860				2.3e-15	1e-11	1.2e-11			1.3e-15	1.1e-12					6.6e-12	9.5e-14	1.2e-11	7.1e-11	2.8e-11			8.2e-11		1.1e-12	2.7e-16	1.2e-15			3.5e-12	5.8e-11	1.8e-14	1.3e-11	1e-11	1.2e-19	5.5e-13		5.7e-11			4.8e-12	1.1e-12	1.8e-15							1.1e-11	1.1e-12	1.1e-17		1.8e-17	1.1e-11	2.9e-13		1.5e-17	1.7e-14	1.8e-11	1e-13	1.3e-12	1.5e-18	1.2e-16	1.1e-11	3.7e-11		5.7e-11	1.1e-12	1.1e-12	1.1e-13			6e-13		
NCVOG2899																																													1.4e-15																												1.1e-13		
NCVOG2900				1.2e-11	1.3e-16					1.2e-12								4.5e-12				2.8e-11	4.7e-12	1.1e-13		3e-17			1.3e-15	1.2e-12	2.5e-16	1.2e-18	1.7e-27	1.5e-12							2.7e-19	1.4e-11				1.2e-14			2.3e-12	1.1e-12			1e-24	2e-15	2.7e-12	7.6e-12			1.3e-11			3.4e-12	7.7e-16	1.1e-12		1.1e-11	1.2e-12	1.1e-12	1.6e-15			5.9e-16			
NCVOG2943																															9.2e-11																																						1.2e-12						
NCVOG2946																				3.8e-11																																							6.1e-11							2.1e-12			4.7e-11						
NCVOG2947																															1.1e-11																																												
NCVOG2950																		4.9e-13	2.1e-16																																		2.8e-13																						
NCVOG2951																																													1.2e-11																			1.8e-12											
NCVOG2955																																													1.1e-11			3.3e-11																									1.1e-13		
NCVOG2958	1.6e-11	1.4e-11	1.3e-14			2e-14			7.8e-17			4.6e-17	1.7e-22										2.9e-26				5.1e-13					6.2e-13	1.4e-24									7.4e-13		4.4e-25	3.8e-14					2.2e-13			1.2e-26	2.9e-14											1.7e-12	4.5e-18			1.4e-23				4.3e-12		
NCVOG2963	1.1e-11			1.1e-13	3e-17		1.3e-12						5.4e-14		1.4e-11	1.8e-11		1.9e-11		6.4e-13				2.3e-17	2.7e-14		8.5e-12				1.7e-11	1.1e-13	1.7e-13		1.6e-12		2.7e-11			3.7e-11	2.4e-16		8.4e-11	2.2e-12	1.4e-14		3.9e-12				2e-12			2.5e-14	1.4e-13		1e-16		1.1e-11	1.1e-11	3.4e-12	1.9e-11	1e-13	2.1e-15	1.2e-13	8.7e-12	1.1e-18	1.1e-15	2.3e-11			3.2e-12		1.2e-11	
NCVOG2971																																																																			1.4e-23								
NCVOG2972																			3.9e-13	1e-12	1.3e-13																							2.2e-20									1.1e-13													3.6e-15				1.3e-19					
NCVOG2977				1.2e-12					2.6e-11				1.8e-11	1.3e-11										1.7e-11	2.8e-17				2.2e-11				1.1e-12													1.7e-12				2.2e-14									1.2e-11	1.1e-15		1.2e-13						4.2e-12	6.8e-13			5.8e-11			
NCVOG2978										1.3e-12																																																																	
NCVOG2979	1.3e-14	1.1e-13	1.5e-19			4.5e-16			1.4e-11			4.3e-15	2.3e-24	3.7e-20																	3e-23	2.8e-24	2.4e-22		2.5e-16	1.1e-17	4.4e-17	1.2e-16	1.2e-16	7.3e-19										7.1e-17				5.9e-14									2.9e-18						3.4e-16			3.8e-22	2.2e-34	1.6e-16	
NCVOG2980	1e-11	2.1e-12	1.5e-14	1.1e-18	8.1e-25	1.8e-18	3.2e-45		1.4e-11	3.4e-62	2.3e-18	1.4e-17	1.1e-18	2e-19	1.9e-22	1.4e-43	2.7e-12	1e-11	9.8e-21	1.2e-30	1.6e-11	9.4e-22	9.6e-19	1.1e-27		1.8e-49	2.4e-23		1.1e-30	1.4e-29	7.3e-18	4.2e-26	2.4e-36		6.7e-15	6.1e-14	5.3e-15	2.8e-15	6.9e-16	2.4e-17	4.6e-14	2.5e-18	1.1e-15	1.3e-18	2e-31	2.1e-44			7.3e-18	4.6e-14	7.7e-25	1.8e-13	3.9e-20	1.3e-16	6.8e-21	5.3e-70	2.2e-47	1.8e-27	1.6e-19	2.7e-11	1.4e-27	1.8e-17	1.6e-16		2e-24	2.8e-15		8.2e-76	1.1e-17	1.9e-33		4.9e-37	1.3e-24	2e-31	1.2e-35
NCVOG2983																																												1.1e-20																															
NCVOG2997																																																																1.7e-12											
NCVOG3000	1.4e-12			1.4e-12	6.5e-11	3.2e-17	2.6e-12					3.2e-11	2.2e-12		1.1e-11		1.7e-12							6.7e-12	1.8e-12		1.8e-11					5.5e-11			7.1e-11		3.3e-12			1.6e-12	1.8e-13	1.6e-15		2.1e-12		1.2e-11			1.2e-11		1.2e-18								2.3e-12	1.2e-14		2.1e-14	5.3e-12		1.3e-14				1.5e-16					2.6e-11	
NCVOG3007		7e-21	9.2e-16	1e-20			3.1e-12															1.3e-17																											1.1e-13			6.1e-12																							
NCVOG3009											1.9e-16																																						2.7e-17			2.4e-13																							
NCVOG3042				2.6e-14																																																								9.5e-11															
NCVOG3057																																																																			1.8e-12								
NCVOG3063																															1.1e-14													2.9e-11																									1.3e-11						
NCVOG3078							8.3e-22		3.2e-13							4e-11							9.6e-11			3.3e-12																								2.3e-17			4e-16		1.3e-14	1.2e-12								4.2e-13											
NCVOG3085							1.5e-11															3.8e-11																																																					
NCVOG3089																																													2.1e-12																														
NCVOG3091																																															3.8e-12	1.8e-12														1.2e-12													
NCVOG3092									1.4e-16						6.1e-12			1e-15												3.6e-11								4e-11		1.2e-11													1e-17																2.8e-13						
NCVOG3095																																																6.4e-14																											
NCVOG4001				1.1e-11	7e-13				2.2e-11	1.3e-15							3.4e-11			1.3e-11				1.1e-11	3.1e-13	1.2e-15			4.1e-17	3.4e-13	5e-14		1.1e-14	1.1e-17								2.1e-16		1.9e-16	7.9e-12		6e-11	1.7e-11	1.1e-12	1.1e-12	1e-11	8.2e-11	1.7e-13		1.4e-12	1.1e-15	1.7e-11	8.7e-12	1.1e-12	1.1e-11	3.6e-13	1.3e-15		1.3e-12	1.4e-16	1.3e-15			1.2e-19	1.1e-13		1.2e-11		3.5e-14	4.2e-12
NCVOG4006																																																					8.9e-12																						
NCVOG4008																																																											1.8e-11																
NCVOG4010																																																																									1.9e-11		
NCVOG4016																																													1.1e-32																														
NCVOG4019																	1.5e-15																																																					1.4e-13					
NCVOG4020													3.2e-11							6e-13													7.7e-15											5.6e-13	1.4e-30				2.6e-12							1e-11				8e-14				2.8e-18					8.2e-11						
NCVOG4022	2.1e-11		1.7e-15			1.3e-11				8e-23		6.6e-11	3.3e-12							4.3e-11						1.5e-12					2.4e-12		5.1e-14											3.2e-14	6.7e-13					4.8e-11								7e-21										2.1e-17	1.8e-14						
NCVOG4023																																												1.9e-12	4.7e-13																														
NCVOG4024					2.6e-23				3.8e-92																																			1.1e-15																									1.3e-29						
NCVOG4035																																																2.5e-11																											
NCVOG4036																																													1.3e-11			3.2e-12																									3.2e-11		
NCVOG4045	4.1e-14	1.1e-13	6.6e-15			5e-11			1.9e-23						1.6e-11		1e-12			2e-15									5.2e-12	4.4e-11	1.6e-13											6.4e-22		2.9e-29							6.1e-12		1e-13	5.2e-20				4.5e-16			1e-18				5.5e-12	2.1e-16			1.9e-19	4.6e-17					3.5e-11
NCVOG4051																																																1.3e-15																											
NCVOG4065																																																																									6.2e-12		
NCVOG4069											1.7e-24											7.3e-12																									7.3e-12	4.8e-13	1.7e-13			9.6e-15				3.5e-11											1.2e-14		1.3e-11	9.7e-11				2.6e-11	
NCVOG4072																																													3.2e-13																														
NCVOG4074																																																2.6e-11																											
NCVOG4078																																												2e-11																															
NCVOG4081																																																													4.8e-12								1.6e-14						
NCVOG4085																																												2e-12																															
NCVOG4089																																													5.7e-13																														
NCVOG4098																																																																			1.6e-19								
NCVOG4104				1.6e-13																																													1.1e-12										1.5e-11	1.1e-12															
NCVOG4105	1.8e-42	1.2e-41	3.4e-13	9.3e-24	5.7e-110	3.1e-22	3.9e-21		1.3e-15	3.2e-21	1.8e-116	2.1e-13	1.2e-12	8e-106	2.2e-22	3.3e-29	1.9e-29	1.3e-20	8.3e-21	1.2e-12	3e-21	2e-21	6.9e-82	1.1e-23	1.5e-21	7e-33	1.1e-62		1.4e-64	5.8e-67	1.5e-15	1.2e-11	1.4e-78	1.5e-25	3.4e-36	1.2e-34	1.6e-37	2.9e-36	1.4e-36	4e-38	5.2e-37	2.9e-47	6.1e-30	2e-62	1.3e-21	1.2e-79	5.3e-11		3.7e-128	4.8e-21	6.4e-31	4.7e-32	4.2e-21	5.6e-42	8.6e-41	3.8e-55	1.7e-20	6.6e-29	1.4e-14	1.3e-24	1.2e-30	3.1e-21	1.1e-43	1.4e-41	2.3e-65	1.4e-14	1.5e-11	2.9e-67	1.2e-22	1.4e-22		1.5e-24	1.1e-11	4.8e-98	2.6e-35
NCVOG4108				5.3e-13					4.7e-15																																								1.4e-12										1.9e-15	6.9e-13							1.1e-24		2.1e-11	6e-13					
